CUSTOMER_ID	COMMENT 	CURRENCY	ACCOUNT	NAME	LAST NAME	 AMOUNT	
100043	DISB LOAN JAN 16 SN  001639	RWF	100-98/DUMMY/033	NAME_033	LAST_NAME_908	"10,000"	
100044	DISB LOAN JAN 16 SN  007595	RWF	100-98/DUMMY/034	NAME_034	LAST_NA'ME_909	"10,000"	
100045	DISB LOAN JAN 16 SN  019766	RWF	100-98/DUMMY/035	NAME_035	LAST_NAME_910	"10,000"	
100046	DISB LOAN JAN 16 SN  020881	RWF	100-98/DUMMY/041	NAME_041	LAST_NAME_911	"10,000"	
100047	DISB LOAN JAN 16 SN  010803	RWF	100-98/DUMMY/037	NAME_037	LAST_NAME_912	"10,000"	
100048	DISB LOAN JAN 16 SN  00230462	RWF	100-98/DUMMY/038	NAME_038	LAST_NAME_913	"10,000"	
100049	DISB LOAN JAN 16 SN  001826	RWF	100-98/DUMMY/039	NAME_039	LAST_NAME_914	10000	
100050	DISB LOAN JAN 16 SN  028686	RWF	100-98/DUMMY/040	NAME_040	LAST_NAME_915	"10,000"	
100051	DISB LOAN JAN 16 SN  001884	RWF	100-98/DUMMY/041	NAME_041	LAST_NAME_911	"10,000"	
100052	DISB LOAN JAN 16 SN  004285	RWF	100-98/DUMMY/041	NAME_041	LAST_NAME;911	"10,000"	
100053	DISB LOAN JAN 16 SN  00098491	RWF	100-98/DUMMY/041	NAME_041	LAST_NAME:911	"10,000"	
100054	DISB LOAN JAN 16 SN  013066	RWF	100-98/DUMMY/041	NAME_041	LAST_NAME	"10,000"	
100055	DISB LOAN JAN 16 SN  001354	RWF	100-98/DUMMY/045	NAME_045	LAST_NAME_920	"10,000"	
100056	DISB LOAN JAN 16 SN  013884	RWF	100-98/DUMMY/046	NAME_046	LAST_'NAME_921	"10,000"	
100057	DISB LOAN JAN 16 SN  010004	RWF	100-98/DUMMY/047	NAME_047	LAST_NAME_922	"10,000"	
100058	DISB LOAN JAN 16 SN  007012	RWF	100-98/DUMMY/048	NAME_048	LAST_NAME_923	"10,000"	
100059	DISB LOAN JAN 16 SN  030178	RWF	100-98/DUMMY/049	NAME_049	LAST_NAME_924	"10,000"	
100060	DISB LOAN JAN 16 SN  041808	RWF	100-98/DUMMY/050	NAME_050	LAST_NAME_925	"10,000"	
100061	DISB LOAN JAN 16 SN  040616	RWF	100-98/DUMMY/051	NAME_051	LAST_NAME_926	"10,000"	
100062	DISB LOAN JAN 16 SN  004069	RWF	100-98/DUMMY/052	NAME_052	LAST_NAME_927	"10,000"	
100063	DISB LOAN JAN 16 SN  005769	RWF	100-98/DUMMY/053	NAME_053	LAST_NAME_928	"10,000"	
100064	DISB LOAN JAN 16 SN  00127416	RWF	100-98/DUMMY/054	NAME_054	LAST_NAME_929	"10,000"	
100065	DISB LOAN JAN 16 SN  012567	RWF	100-98/DUMMY/055	NAME_055	LAST_NAME_930	"10,000"	
100066	DISB LOAN JAN 16 SN  026618	RWF	100-98/DUMMY/056	NAME_056	LAST_NAME_931	"10,000"	
100067	DISB LOAN JAN 16 SN  027096	RWF	100-98/DUMMY/057	NAME_057	LAST_NAME_932	"10,000"	
100068	DISB LOAN JAN 16 SN  026824	RWF	100-98/DUMMY/058	NAME_058	LAST_NAME_933	10	
100069	DISB LOAN JAN 16 SN  025795	RWF	100-98/DUMMY/059	NAME_059	LAST_NAME_934	"10,000"	
100070	DISB LOAN JAN 16 SN  029405	RWF	100-98/DUMMY/060	NAME_060	LAST_NAME_935	"10,000"	
100071	DISB LOAN JAN 16 SN  00140986	RWF	100-98/DUMMY/061	NAME_061	LAST_NAME_936	"10,000"	
100072	DISB LOAN JAN 16 SN  025514	RWF	100-98/DUMMY/062	NAME_062	LAST_NAME_937	10000	USD
100073	DISB LOAN JAN 16 SN  025538	RWF	100-98/DUMMY/063	NAME_063	LAST_NAME_938	"10,000"	
100074	DISB LOAN JAN 16 SN  029102	RWF	100-98/DUMMY/064	NAME_064	LAST_NAME_939	"10,000"	
100075	DISB LOAN JAN 16 SN  001843	RWF	100-98/DUMMY/065	NAME_065	LAST_NAME_940	"10,000"	
100076	DISB LOAN JAN 16 SN  028836	RWF	100-98/DUMMY/066	NAME_066	LAST_NAME_941	"10,000"	
100077	DISB LOAN JAN 16 SN  029081	RWF	100-98/DUMMY/067	NAME_067	LAST_NAME_942	"10,000"	
100078	DISB LOAN JAN 16 SN  027375	RWF	100-98/DUMMY/068	NAME_068	LAST_NAME_943	"10,000"	
100079	DISB LOAN JAN 16 SN  021754	RWF	100-98/DUMMY/069	NAME_069	LAST_NAME_944	"10,000"	
100080	DISB LOAN JAN 16 SN  214000946	RWF	100-98/DUMMY/070	NAME_070	LAST_NAME_945	"10,000"	
100081	DISB LOAN JAN 16 SN  029073	RWF	100-98/DUMMY/071	NAME_071	LAST_NAME_946	"10,000"	
100082	DISB LOAN JAN 16 SN  027834	RWF	100-98/DUMMY/072	NAME_072	LAST_NAME_947	"10,000"	
100083	DISB LOAN JAN 16 SN  028962	RWF	100-98/DUMMY/073	NAME_073	LAST_NAME_948	"10,000"	
100084	DISB LOAN JAN 16 SN  026420	RWF	100-98/DUMMY/074	NAME_074	LAST_NAME_949	"10,000"	
100085	DISB LOAN JAN 16 SN  025595	RWF	100-98/DUMMY/075	NAME_075	LAST_NAME_950	"10,000"	
100086	DISB LOAN JAN 16 SN  026055	RWF	100-98/DUMMY/076	NAME_076	LAST_NAME_951	"10,000"	
100087	DISB LOAN JAN 16 SN  027403	RWF	100-98/DUMMY/077	NAME_077	LAST_NAME_952	"10,000"	
100088	DISB LOAN JAN 16 SN  027793	RWF	100-98/DUMMY/078	NAME_078	LAST_NAME_953	"10,000"	
100089	DISB LOAN JAN 16 SN  027380	RWF	100-98/DUMMY/079	NAME_079	LAST_NAME_954	"10,000"	
100090	DISB LOAN JAN 16 SN  026504	RWF	100-98/DUMMY/080	NAME_080	LAST_NAME_955	"10,000"	
100091	DISB LOAN JAN 16 SN  025537	RWF	100-98/DUMMY/081	NAME_081	LAST_NAME_956	"10,000"	
100092	DISB LOAN JAN 16 SN  029150	RWF	100-98/DUMMY/082	NAME_082	LAST_NAME_957	"10,000"	
100093	DISB LOAN JAN 16 SN  029137	RWF	100-98/DUMMY/083	NAME_083	LAST_NAME_958	"10,000"	
100094	DISB LOAN JAN 16 SN  026888	RWF	100-98/DUMMY/084	NAME_084	LAST_NAME_959	"10,000"	
100095	DISB LOAN JAN 16 SN  028253	RWF	100-98/DUMMY/085	NAME_085	LAST_NAME_960	"10,000"	
100096	DISB LOAN JAN 16 SN  029968	RWF	100-98/DUMMY/086	NAME_086	LAST_NAME_961	"10,000"	
100097	DISB LOAN JAN 16 SN  027723	RWF	100-98/DUMMY/087	NAME_087	LAST_NAME_962	"10,000"	
100098	"DISB LOAN, JAN 16 SN  028132"	RWF	100-98/DUMMY/088	NAME_088	LAST_NAME_963	"10,000"	
100099	DISB LOAN JAN 16 SN  027683	RWF	100-98/DUMMY/089	NAME_089	LAST_NAME_964	"10,000"	
100100	DISB LOAN JAN 16 SN  027849	RWF	100-98/DUMMY/090	NAME_090	LAST_NAME_965	"10,000"	
100101	DISB LOAN JAN 16 SN  029040	RWF	100-98/DUMMY/091	NAME_091	LAST_NAME_966	"10,000"	
100102	DISB LOAN JAN 16 SN  027470	RWF	100-98/DUMMY/092	NAME_092	LAST_NAME_967	"10,000"	
100103	DISB LOAN JAN 16 SN  028452	RWF	100-98/DUMMY/093	NAME_093	LAST_NAME_968	"10,000"	
100104	DISB LOAN JAN 16 SN  027444	RWF	100-98/DUMMY/094	NAME_094	LAST_NAME_969	"10,000"	
100105	DISB LOAN JAN 16 SN  030004	RWF	100-98/DUMMY/095	NAME_095	LAST_NAME_970	"10,000"	
100106	DISB LOAN JAN 16 SN  026608	RWF	100-98/DUMMY/096	NAME_096	LAST_NAME_971	"10,000"	
100107	DISB LOAN JAN 16 SN  028878	RWF	100-98/DUMMY/097	NAME_097	LAST_NAME_972	"10,000"	
100108	DISB LOAN JAN 16 SN  028502	RWF	100-98/DUMMY/098	NAME_098	LAST_NAME_973	"10,000"	
100109	DISB LOAN JAN 16 SN  028740	RWF	100-98/DUMMY/099	NAME_099	LAST_NAME_974	"10,000"	
100110	"DISB LOAN ,JAN 16 SN  027702"	RWF	100-98/DUMMY/100	NAME_100	LAST_NAME_975	"10,000"	
100111	DISB LOAN JAN 16 SN  029799	RWF	100-98/DUMMY/101	NAME_101	LAST_NAME_976	"10,000"	
100112	DISB LOAN JAN 16 SN  028077	RWF	100-98/DUMMY/102	NAME_102	LAST_NAME_977	"10,000"	
100113	DISB LOAN JAN 16 SN  028160	RWF	100-98/DUMMY/103	NAME_103	LAST_NAME_978	"10,000"	
100114	DISB LOAN JAN 16 SN  029791	RWF	100-98/DUMMY/104	NAME_104	LAST_NAME_979	"10,000"	
100115	DISB LOAN JAN 16 SN  025793	RWF	100-98/DUMMY/105	NAME_105	LAST_NAME_980	"10,000"	
100116	DISB LOAN JAN 16 SN  027789	RWF	100-98/DUMMY/106	NAME_106	LAST_NAME_981	"10,000"	
100117	DISB LOAN JAN 16 SN  026836	RWF	100-98/DUMMY/107	NAME_107	LAST_NAME_982	"10,000"	
100118	DISB LOAN JAN 16 SN  026066	RWF	100-98/DUMMY/108	NAME_108	LAST_NAME_983	"10,000"	
100119	DISB LOAN JAN 16 SN  027768	RWF	100-98/DUMMY/109	NAME_109	LAST_NAME_984	"10,000"	
100120	DISB LOAN JAN 16 SN  027681	RWF	100-98/DUMMY/110	NAME_110	LAST_NAME_985	"10,000"	
100121	DISB LOAN JAN 16 SN  028592	RWF	100-98/DUMMY/111	NAME_111	LAST_NAME_986	"10,000"	
100122	DISB LOAN JAN 16 SN  025669	RWF	100-98/DUMMY/112	NAME_112	LAST_NAME_987	"10,000"	
100123	DISB LOAN JAN 16 SN  025884	RWF	100-98/DUMMY/113	NAME_113	LAST_NAME_988	"10,000"	
100124	DISB LOAN JAN 16 SN  026885	RWF	100-98/DUMMY/114	NAME_114	LAST_NAME_989	"10,000"	
100125	DISB LOAN JAN 16 SN  029833	RWF	100-98/DUMMY/115	NAME_115	LAST_NAME_990	"10,000"	
100126	"DISB LOAN, JAN 16 SN  029240"	RWF	100-98/DUMMY/116	NAME_116	LAST_NAME_991	"10,000"	
100127	DISB LOAN JAN 16 SN  029076	RWF	100-98/DUMMY/117	NAME_117	LAST_NAME_992	"10,000"	
100128	DISB LOAN JAN 16 SN  028965	RWF	100-98/DUMMY/118	NAME_118	LAST_NAME_993	"10,000"	
100129	DISB LOAN JAN 16 SN  030241	RWF	100-98/DUMMY/119	NAME_119	LAST_NAME_994	"10,000"	
100130	DISB LOAN JAN 16 SN  029244	RWF	100-98/DUMMY/120	NAME_120	LAST_NAME_995	"10,000"	
100131	DISB LOAN JAN 16 SN  026	RWF	100-98/DUMMY/121	NAME_121	LAST_NAME_996	"10,000"	
100132	"DISB LOAN, JAN 16 SN  028671"	RWF	100-98/DUMMY/122	NAME_122	LAST_NAME_997	"10,000"	
100133	DISB LOAN JAN 16 SN  013458	RWF	100-98/DUMMY/123	NAME_123	LAST_NAME_998	10	
100134	DISB LOAN JAN 16 SN  009629	RWF	100-98/DUMMY/124	NAME_124	LAST_NAME_999	"10,000"	
100135	"DISB LOAN FEB MAR 16 IDENT NO NO IDENT ,667 650328"	RWF	100-98/DUMMY/125	NAME_125	LAST_NAME_1000	"10,000"	
100136	DISB LOAN FEB MAR 16 IDENT NO KM20140082	RWF	100-98/DUMMY/126	NAME_126	LAST_NAME_1001	"10,000"	
100137	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075189	RWF	100-98/DUMMY/127	NAME_127	LAST_NAME_1002	"10,000"	
100138	DISB LOAN FEB MAR 16 IDENT NO NO IDENT 667 650100	RWF	100-98/DUMMY/128	NAME_128	LAST_NAME_1003	"10,000"	
100139	DISB LOAN FEB MAR 16 IDENT NO KM20140037	RWF	100-98/DUMMY/129	NAME_129	LAST_NAME_1004	"10,000"	
100140	DISB LOAN FEB MAR 16 IDENT NO KM20140160	RWF	100-98/DUMMY/130	NAME_130	LAST_NAME_1005	"10,000"	
100141	DISB LOAN FEB MAR 16 IDENT NO CT2015297	RWF	100-98/DUMMY/131	NAME_131	LAST_NAME_1006	"10,000"	
100142	DISB LOAN FEB MAR 16 IDENT NO KM2013178	RWF	100-98/DUMMY/132	NAME_132	LAST_NAME_1007	"10,000"	
100143	DISB LOAN FEB MAR 16 IDENT NO 1992192319	RWF	100-98/DUMMY/133	NAME_133	LAST_NAME_1008	"10,000"	
100144	DISB LOAN FEB MAR 16 IDENT NO NO 876 50164	RWF	100-98/DUMMY/134	NAME_134	LAST_NAME_1009	"10,000"	
100145	"DISB, LOAN FEB MAR 16 IDENT NO KM20140526"	RWF	100-98/DUMMY/135	NAME_135	LAST_NAME_1010	"10,000"	
100146	DISB LOAN FEB MAR 16 IDENT NO MPCST150048	RWF	100-98/DUMMY/136	NAME_136	LAST_NAME_1011	"10,000"	
100147	DISB LOAN FEB MAR 16 IDENT NO MPCST150043	RWF	100-98/DUMMY/137	NAME_137	LAST_NAME_1012	"10,000"	
100148	"DISB ,LOAN FEB MAR 16 IDENT NO 1254128889"	RWF	100-98/DUMMY/138	NAME_138	LAST_NAME_1013	"10,000"	
100149	DISB LOAN FEB MAR 16 IDENT NO NO 876 50114	RWF	100-98/DUMMY/139	NAME_139	LAST_NAME_1014	10	
100150	DISB LOAN FEB MAR 16 IDENT NO NO IDENT 667 650162	RWF	100-98/DUMMY/140	NAME_140	LAST_NAME_1015	"10,000"	
100151	DISB LOAN FEB MAR 16 IDENT NO IW20150075	RWF	100-98/DUMMY/141	NAME_141	LAST_NAME_1016	"10,000"	
100152	DISB LOAN FEB MAR 16 IDENT NO KM2013148	RWF	100-98/DUMMY/142	NAME_142	LAST_NAME_1017	"10,000"	
100153	DISB LOAN FEB MAR 16 IDENT NO KM20140051	RWF	100-98/DUMMY/143	NAME_143	LAST_NAME_1018	"10,000"	
100154	DISB LOAN FEB MAR 16 IDENT NO IW20150118	RWF	100-98/DUMMY/144	NAME_144	LAST_NAME_1019	"10,000"	
100155	"DISB LOAN FEB MAR 16 IDENT NO ,2330806973"	RWF	100-98/DUMMY/145	NAME_145	LAST_NAME_1020	"10,000"	
100156	DISB LOAN FEB MAR 16 IDENT NO KM20150222	RWF	100-98/DUMMY/146	NAME_146	LAST_NAME_1021	"10,000"	
100157	DISB LOAN FEB MAR 16 IDENT NO 4528832898	RWF	100-98/DUMMY/147	NAME_147	LAST_NAME_1022	"10,000"	
100158	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075190	RWF	100-98/DUMMY/148	NAME_148	LAST_NAME_1023	"10,000"	
100159	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075191	RWF	100-98/DUMMY/149	NAME_149	LAST_NAME_1024	"10,000"	
100160	DISB LOAN FEB MAR 16 IDENT NO MPCST150081	RWF	100-98/DUMMY/150	NAME_150	LAST_NAME_1025	"10,000"	
100161	DISB LOAN FEB MAR 16 IDENT NO KM15019	RWF	100-98/DUMMY/151	NAME_151	LAST_NAME_1026	"10,000"	
100162	DISB LOAN FEB MAR 16 IDENT NO NO IDENT 667 650101	RWF	100-98/DUMMY/152	NAME_152	LAST_NAME_1027	"10,000"	
100163	"DISB LOAN JAN 16 SN,  10h61913"	USD	100-98/DUMMY/153	NAME_153	LAST_NAME_1028	"10,000"	
100164	DISB LOAN JAN 16 SN  1158514	RWF	100-98/DUMMY/154	NAME_154	LAST_NAME_1029	"10,000"	
100165	DISB LOAN JAN 16 SN  11o25414	RWF	100-98/DUMMY/155	NAME_155	LAST_NAME_1030	"10,000"	
100166	DISB LOAN JAN 16 SN  1114214	RWF	100-98/DUMMY/156	NAME_156	LAST_NAME_1031	"10,000"	
100167	DISB LOAN JAN 16 SN  10tt90314	RWF	100-98/DUMMY/157	NAME_157	LAST_NAME_1032	"10,000"	
100168	DISB LOAN JAN 16 SN  11g30214	USD	100-98/DUMMY/158	NAME_158	LAST_NAME_1033	"10,000"	
100169	DISB LOAN JAN 16 SN  107797814	USD	100-98/DUMMY/159	NAME_159	LAST_NAME_1034	"10,000"	
100170	"IDENTIFIER PAYMENT FEB MAR 16 ,REG NO RHA11914"	RWF	100-98/DUMMY/160	NAME_160	LAST_NAME_1035	"10,000"	
100171	IDENT PAYMENT FEB MAR 16 REG NO 00354099	RWF	100-98/DUMMY/161	NAME_161	LAST_NAME_1036	"10,000"	
100172	REG PAYMENT FEB MAR 16 REG NO 031562	RWF	100-98/DUMMY/162	NAME_162	LAST_NAME_1037	"10,000"	
100173	DISB LOAN FEB MAR 16 IDENT NO IW20150061	RWF	100-98/DUMMY/163	NAME_163	LAST_NAME_1038	"10,000"	
100174	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075193	RWF	100-98/DUMMY/164	NAME'164	LAST_NAME_1039	"10,000"	
100175	DISB LOAN FEB MAR 16 IDENT NO KM20140164	RWF	100-98/DUMMY/164	NAME_164	LAST_NAME_1039	"10,000"	
100176	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075195	RWF	100-98/DUMMY/166	NAME_166	LAST_NAME_1041	"10,000"	
100177	DISB LOAN FEB MAR 16 IDENT NO MPELC150069	RWF	100-98/DUMMY/167	NAME_167	LAST_NAME_1042	"10,000"	
100178	DISB LOAN FEB MAR 16 IDENT NO NO| 876 50070	RWF	100-98/DUMMY/168	"NAM,E_168"	LAST_NAME_1043	"10,000"	
100179	DISB LOAN FEB MAR 16 IDENT NO KM14158	RWF	100-98/DUMMY/169	NAME_169	LAST_NAME_1044	"10,000"	
100180	DISB LOAN FEB MAR 16 IDENT NO KM15546	RWF	100-98/DUMMY/170	NAME_170	LAST_NAME_1045	"10,000"	
100181	DISB LOAN FEB MAR 16 IDENT NO KM15020	RWF	100-98/DUMMY/171	NAME_171	LAST_NAME_1046	"10,000"	
100182	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075194	RWF	100-98/DUMMY/172	NAME_172	LAST_NAME_1047	"10,000"	
100183	DISB LOAN FEB MAR 16 IDENT NO 2073920879	RWF	100-98/DUMMY/173	NAME_173	LAST_NAME_1048	"10,000"	
100184	DISB LOAN FEB MAR 16 IDENT NO | NO IDENT 667 650102	RWF	100-98/DUMMY/174	NAME_174	LAST_NAME_1049	"10,000"	
100185	DISB LOAN FEB MAR 16 IDENT NO NO IDENT 667 650103	RWF	100-98/DUMMY/175	NAME_175	LAST_NAME_1050	"10,000"	
100186	"DISB LOAN FEB MAR ,16 IDENT NO 2498809497"	EUR	100-98/DUMMY/176	NAME_176	LAST_NAME_1051	"10,000"	
100187	DISB LOAN FEB MAR 16 IDENT NO KM20150223	EUR	100-98/DUMMY/177	NAME_177	LAST_NAME_1052	"10,000"	
100188	DISB LOAN FEB MAR 16 IDENT NO KM20150403	EUR	100-98/DUMMY/178	NAME_178	LAST_NAME_1053	"10,000"	
100189	DISB LOAN FEB MAR 16 IDENT NO ZTE 0075197	EUR	100-98/DUMMY/179	NAME_179	LAST_NAME_1054	"10,000"	
100156	DISB LOAN FEB MAR 16 IDENT NO KM20140034	EUR	100-98/DUMMY/146	NAME_146	LAST_NAME_1021	"10,000"	
100156	DISB LOAN FEB MAR 16 IDENT NO KM20130040	EUR	100-98/DUMMY/146	NAME_146	LAST_NAME_1021	"20,000"	
100192	DISB LOAN FEB MAR 16 IDENT NO KM20140165	EUR	100-98/DUMMY/182	NAME_182	LAST_NAME_1057	"7,000"	
100193	DISB LOAN FEB MAR 16 IDENT NO 2758376055	EUR	100-98/DUMMY/183	NAME_183	LAST_NAME_1058	"10,000"	
100194	DISB LOAN FEB MAR 16 IDENT NO NO 876 50001	EUR	100-98/DUMMY/184	NAME_184	LAST_NAME_1059	"10,000"	
